quote_id,product,kw,unit_price,qty,subtotal_price,gross_margin_rate,convert_to_order,energy_grant_amount,competitor_a,competitor_b,competitor_c,price_order,is_highest_price,is_compe_a,is_compe_b,is_compe_c,known_num_compe,avg_compe_price,max_compe_price,min_compe_price,competitor_count_available,avg_competitor_price,min_competitor_price,max_competitor_price,price_gap_avg_competitor,price_gap_avg_competitor_pct,price_gap_min_competitor,price_gap_min_competitor_pct,higher_than_avg_competitor,is_lower_than_competitor,effective_price_after_grant,grant_ratio_to_subtotal,estimated_cost,estimated_gross_profit
Q-01157,Z,150.0,1703700.0,1,1703700.0,0.1949,0,720000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,983700.0,0.4226096143687269,1371648.87,332051.1299999999
Q-01180,O1,75.0,775970.0,1,775970.0,0.4117,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-54030.0,-6.509638554216868,15970.0,2.1013157894736842,0.0,True,400970.0,0.48326610564841427,456503.151,319466.849
Q-01291,K,37.0,577800.0,1,577800.0,0.4647,1,190920,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,386880.0,0.3304257528556594,309296.34,268503.66
Q-01366,N1,75.0,683400.0,2,1366800.0,0.3084,0,375000,760000.0,900000.0,,1,0,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-146600.0,-17.662650602409638,-76600.0,-10.078947368421053,0.0,True,991800.0,0.27436347673397715,945278.88,421521.12
Q-01366,N1,75.0,845960.0,2,1691920.0,0.3084,0,375000,760000.0,900000.0,,2,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,15960.0,1.9228915662650603,85960.0,11.310526315789474,1.0,False,1316920.0,0.2216416851860608,1170131.872,521788.128
Q-01420,I1,22.0,273100.0,1,273100.0,0.4127,0,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,33100.0,13.791666666666666,33100.0,13.791666666666666,1.0,False,141100.0,0.4833394361039912,160391.62999999998,112708.37000000002
Q-01475,W,11.0,168000.0,1,168000.0,0.2892,0,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,102000.0,0.39285714285714285,119414.4,48585.600000000006
Q-01746,N1,75.0,690000.0,1,690000.0,0.37670000000000003,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-140000.0,-16.867469879518072,-70000.0,-9.210526315789473,0.0,True,315000.0,0.5434782608695652,430077.0,259923.0
Q-01774,N1,75.0,658000.0,1,658000.0,0.3172,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-172000.0,-20.722891566265062,-102000.0,-13.421052631578947,0.0,True,283000.0,0.5699088145896657,449282.4,208717.59999999998
Q-01775,H1,37.0,391300.0,2,782600.0,0.4711,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,31300.0,8.694444444444445,31300.0,8.694444444444445,1.0,False,560600.0,0.2836698185535395,413917.13999999996,368682.86000000004
Q-01922,H1,37.0,570000.0,1,570000.0,0.5455,0,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,210000.0,58.333333333333336,210000.0,58.333333333333336,1.0,False,348000.0,0.3894736842105263,259065.0,310935.0
Q-02039,N1,75.0,669000.0,1,669000.0,0.42090000000000005,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-161000.0,-19.397590361445783,-91000.0,-11.973684210526315,0.0,True,294000.0,0.5605381165919282,387417.89999999997,281582.10000000003
Q-02113,N1,75.0,718000.0,2,1436000.0,0.3393,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-112000.0,-13.493975903614459,-42000.0,-5.526315789473684,0.0,True,1061000.0,0.26114206128133705,948765.2000000001,487234.79999999993
Q-02113,N1,75.0,718000.0,2,1436000.0,0.3393,0,375000,760000.0,900000.0,,2,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-112000.0,-13.493975903614459,-42000.0,-5.526315789473684,0.0,True,1061000.0,0.26114206128133705,948765.2000000001,487234.79999999993
Q-02125,H1,37.0,346900.0,1,346900.0,0.4425,0,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,-13100.0,-3.638888888888889,-13100.0,-3.638888888888889,0.0,True,124900.0,0.6399538771980398,193396.75,153503.25
Q-02132,I1,22.0,244500.0,2,489000.0,0.6627,0,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,4500.0,1.875,4500.0,1.875,1.0,False,357000.0,0.26993865030674846,164939.7,324060.3
Q-02428,O,75.0,614000.0,1,614000.0,0.41350000000000003,0,322500,,,,1,0,False,False,False,0,,,,0,,,,,,,,,False,291500.0,0.5252442996742671,360111.0,253889.0
Q-02428,O,75.0,659000.0,1,659000.0,0.41350000000000003,0,322500,,,,2,1,False,False,False,0,,,,0,,,,,,,,,False,336500.0,0.48937784522003036,386503.5,272496.5
Q-02428,S,110.0,1084000.0,1,1084000.0,0.41350000000000003,0,528000,1880000.0,,,1,0,True,False,False,1,1880000.0,1880000.0,1880000.0,1,1880000.0,1880000.0,1880000.0,-796000.0,-42.340425531914896,-796000.0,-42.340425531914896,0.0,True,556000.0,0.4870848708487085,635766.0,448234.0
Q-02428,S,110.0,1141900.0,1,1141900.0,0.41350000000000003,0,528000,1880000.0,,,2,1,True,False,False,1,1880000.0,1880000.0,1880000.0,1,1880000.0,1880000.0,1880000.0,-738100.0,-39.26063829787234,-738100.0,-39.26063829787234,0.0,True,613900.0,0.4623872493213066,669724.35,472175.65
Q-02534,N1,75.0,793000.0,2,1586000.0,0.4535,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-37000.0,-4.457831325301205,33000.0,4.342105263157895,0.0,True,1211000.0,0.2364438839848676,866749.0,719251.0
Q-02733,S,110.0,1222400.0,3,3667200.0,0.2164,1,528000,1880000.0,,,1,1,True,False,False,1,1880000.0,1880000.0,1880000.0,1,1880000.0,1880000.0,1880000.0,-657600.0,-34.97872340425532,-657600.0,-34.97872340425532,0.0,True,3139200.0,0.14397905759162305,2873617.92,793582.0800000001
Q-02784,T,110.0,992000.0,1,992000.0,0.0393,0,528000,1880000.0,,,1,1,True,False,False,1,1880000.0,1880000.0,1880000.0,1,1880000.0,1880000.0,1880000.0,-888000.0,-47.23404255319149,-888000.0,-47.23404255319149,0.0,True,464000.0,0.532258064516129,953014.4,38985.59999999998
Q-02916,K,37.0,154000.0,1,154000.0,0.2826,0,190920,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,-36920.0,1.2397402597402598,110479.6,43520.399999999994
Q-02941,I1,22.0,236333.0,1,236333.0,0.33649999999999997,0,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,-3667.0,-1.5279166666666666,-3667.0,-1.5279166666666666,0.0,True,104333.0,0.5585339330520918,156806.9455,79526.0545
Q-03099,W,11.0,250000.0,1,250000.0,0.5484,0,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,184000.0,0.264,112900.0,137100.0
Q-03110,N1,75.0,718000.0,1,718000.0,0.3922,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-112000.0,-13.493975903614459,-42000.0,-5.526315789473684,0.0,True,343000.0,0.5222841225626741,436400.4,281599.6
Q-03273,I1,22.0,273762.0,2,547524.0,0.5156000000000001,0,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,33762.0,14.067499999999999,33762.0,14.067499999999999,1.0,False,415524.0,0.2410853222872422,265220.62559999997,282303.37440000003
Q-03387,H1,37.0,530000.0,2,1060000.0,0.6193,0,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,170000.0,47.22222222222222,170000.0,47.22222222222222,1.0,False,838000.0,0.20943396226415095,403542.00000000006,656458.0
Q-03409,N1,75.0,1283500.0,1,1283500.0,0.6487,1,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,453500.0,54.638554216867476,523500.0,68.88157894736841,1.0,False,908500.0,0.292169848071679,450893.54999999993,832606.4500000001
Q-03409,N1,75.0,1283500.0,1,1283500.0,0.6487,1,375000,760000.0,900000.0,,2,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,453500.0,54.638554216867476,523500.0,68.88157894736841,1.0,False,908500.0,0.292169848071679,450893.54999999993,832606.4500000001
Q-03418,O1,75.0,574900.0,2,1149800.0,0.2054,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-255100.0,-30.734939759036145,-185100.0,-24.35526315789474,0.0,True,774800.0,0.3261436771612454,913631.08,236168.92000000004
Q-03437,A1,15.0,275000.0,1,275000.0,0.37,0,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,105000.0,61.76470588235294,105000.0,61.76470588235294,1.0,False,185000.0,0.32727272727272727,173250.0,101750.0
Q-03440,I1,22.0,260000.0,1,260000.0,0.37,0,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,20000.0,8.333333333333332,20000.0,8.333333333333332,1.0,False,128000.0,0.5076923076923077,163800.0,96200.0
Q-03578,N1,75.0,607600.0,2,1215200.0,0.5173,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-222400.0,-26.795180722891565,-152400.0,-20.05263157894737,0.0,True,840200.0,0.30859117840684663,586577.04,628622.96
Q-03581,H1,37.0,359000.0,1,359000.0,0.6917,0,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,-1000.0,-0.2777777777777778,-1000.0,-0.2777777777777778,0.0,True,137000.0,0.6183844011142061,110679.70000000001,248320.3
Q-03626,H1,37.0,342000.0,2,684000.0,0.6524,0,222000,360000.0,,,1,0,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,-18000.0,-5.0,-18000.0,-5.0,0.0,True,462000.0,0.32456140350877194,237758.40000000002,446241.6
Q-03626,H1,37.0,352000.0,2,704000.0,0.6524,0,222000,360000.0,,,2,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,-8000.0,-2.2222222222222223,-8000.0,-2.2222222222222223,0.0,True,482000.0,0.3153409090909091,244710.40000000002,459289.6
Q-03631,H1,37.0,360000.0,1,360000.0,0.3954,0,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,0.0,0.0,0.0,0.0,0.0,True,138000.0,0.6166666666666667,217656.0,142344.0
Q-03631,N1,75.0,628000.0,1,628000.0,0.3954,0,375000,760000.0,900000.0,,1,0,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-202000.0,-24.337349397590362,-132000.0,-17.36842105263158,0.0,True,253000.0,0.5971337579617835,379688.8,248311.2
Q-03631,N1,75.0,649000.0,1,649000.0,0.3954,0,375000,760000.0,900000.0,,2,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-181000.0,-21.80722891566265,-111000.0,-14.605263157894738,0.0,True,274000.0,0.5778120184899846,392385.4,256614.59999999998
Q-03731,H1,37.0,360000.0,1,360000.0,0.4531,0,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,0.0,0.0,0.0,0.0,0.0,True,138000.0,0.6166666666666667,196883.99999999997,163116.00000000003
Q-04030,N1,75.0,585700.0,1,585700.0,0.4004,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-244300.0,-29.433734939759038,-174300.0,-22.93421052631579,0.0,True,210700.0,0.6402595185248421,351185.72000000003,234514.27999999997
Q-04053,A1,15.0,301000.0,1,301000.0,0.3326,0,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,131000.0,77.05882352941177,131000.0,77.05882352941177,1.0,False,211000.0,0.29900332225913623,200887.4,100112.6
Q-04090,W,11.0,160000.0,1,160000.0,0.094,0,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,94000.0,0.4125,144960.0,15040.0
Q-04111,H1,37.0,530000.0,2,1060000.0,0.6193,0,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,170000.0,47.22222222222222,170000.0,47.22222222222222,1.0,False,838000.0,0.20943396226415095,403542.00000000006,656458.0
Q-04158,N1,75.0,675780.0,2,1351560.0,0.3271,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-154220.0,-18.580722891566264,-84220.0,-11.081578947368422,0.0,True,976560.0,0.2774571606144011,909464.724,442095.27599999995
Q-04281,O1,75.0,720104.0,1,720104.0,0.36369999999999997,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-109896.0,-13.240481927710842,-39896.0,-5.2494736842105265,0.0,True,345104.0,0.520758112717052,458202.17520000006,261901.82479999994
Q-04365,N1,75.0,708524.0,2,1417048.0,0.4164,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-121476.0,-14.63566265060241,-51476.0,-6.773157894736842,0.0,True,1042048.0,0.2646346489321463,826989.2128,590058.7872
Q-04430,I1,22.0,252000.0,1,252000.0,0.3594,0,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,12000.0,5.0,12000.0,5.0,1.0,False,120000.0,0.5238095238095238,161431.2,90568.79999999999
Q-04530,N1,75.0,550232.0,2,1100464.0,0.2335,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-279768.0,-33.70698795180723,-209768.0,-27.60105263157895,0.0,True,725464.0,0.3407653498887742,843505.656,256958.34400000004
Q-04562,N1,75.0,504092.0,1,504092.0,0.2988,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-325908.0,-39.26602409638554,-255908.0,-33.67210526315789,0.0,True,129092.0,0.743911825619133,353469.3104,150622.68959999998
Q-04582,S,110.0,1750000.0,1,1750000.0,0.41340000000000005,0,528000,1880000.0,,,1,1,True,False,False,1,1880000.0,1880000.0,1880000.0,1,1880000.0,1880000.0,1880000.0,-130000.0,-6.914893617021277,-130000.0,-6.914893617021277,0.0,True,1222000.0,0.3017142857142857,1026550.0,723450.0
Q-04608,H1,37.0,325740.0,2,651480.0,0.42719999999999997,0,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,-34260.0,-9.516666666666666,-34260.0,-9.516666666666666,0.0,True,429480.0,0.340762571375944,373167.744,278312.256
Q-04712,N,75.0,884330.0,1,884330.0,0.4152,0,322500,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,561830.0,0.3646828672554363,517156.184,367173.816
Q-04715,I1,22.0,234000.0,1,234000.0,0.38159999999999994,0,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,-6000.0,-2.5,-6000.0,-2.5,0.0,True,102000.0,0.5641025641025641,144705.6,89294.4
Q-04716,N1,75.0,769000.0,1,769000.0,0.4648,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-61000.0,-7.349397590361447,9000.0,1.1842105263157896,0.0,True,394000.0,0.48764629388816644,411568.8,357431.2
Q-04802,N1,75.0,756000.0,1,756000.0,0.37920000000000004,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-74000.0,-8.91566265060241,-4000.0,-0.5263157894736842,0.0,True,381000.0,0.49603174603174605,469324.8,286675.2
Q-04883,H1,37.0,352250.0,1,352250.0,0.4216,0,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,-7750.0,-2.1527777777777777,-7750.0,-2.1527777777777777,0.0,True,130250.0,0.6302342086586231,203741.40000000002,148508.59999999998
Q-04914,W,11.0,206400.0,1,206400.0,0.4947,0,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,140400.0,0.31976744186046513,104293.92000000001,102106.07999999999
Q-04925,N1,75.0,760000.0,1,760000.0,0.31980000000000003,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-70000.0,-8.433734939759036,0.0,0.0,0.0,True,385000.0,0.4934210526315789,516951.99999999994,243048.00000000006
Q-04962,O,75.0,947000.0,1,947000.0,0.6940000000000001,0,322500,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,624500.0,0.3405491024287223,289781.99999999994,657218.0
Q-04976,W,11.0,172000.0,1,172000.0,0.1407,0,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,106000.0,0.38372093023255816,147799.6,24200.399999999994
Q-05083,A1,15.0,240000.0,1,240000.0,0.3619,0,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,70000.0,41.17647058823529,70000.0,41.17647058823529,1.0,False,150000.0,0.375,153144.0,86856.0
Q-05292,I1,22.0,262000.0,1,262000.0,0.35619999999999996,0,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,22000.0,9.166666666666666,22000.0,9.166666666666666,1.0,False,130000.0,0.5038167938931297,168675.6,93324.4
Q-05361,N1,75.0,749000.0,1,749000.0,0.5954999999999999,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-81000.0,-9.759036144578314,-11000.0,-1.4473684210526316,0.0,True,374000.0,0.5006675567423231,302970.50000000006,446029.49999999994
Q-05382,N1,75.0,735500.0,2,1471000.0,0.3538,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-94500.0,-11.385542168674698,-24500.0,-3.223684210526316,0.0,True,1096000.0,0.2549286199864038,950560.2,520439.80000000005
Q-05501,S,110.0,1723600.0,1,1723600.0,0.4086,0,528000,1880000.0,,,1,1,True,False,False,1,1880000.0,1880000.0,1880000.0,1,1880000.0,1880000.0,1880000.0,-156400.0,-8.319148936170214,-156400.0,-8.319148936170214,0.0,True,1195600.0,0.3063355766999304,1019337.0399999999,704262.9600000001
Q-05535,I1,22.0,405000.0,2,810000.0,0.6770999999999999,0,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,165000.0,68.75,165000.0,68.75,1.0,False,678000.0,0.16296296296296298,261549.00000000006,548451.0
Q-05576,M,75.0,1252700.0,1,1252700.0,0.5687,1,322500,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,930200.0,0.2574439211303584,540289.51,712410.49
Q-05577,E,15.0,408100.0,1,408100.0,0.5986,1,48600,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,359500.0,0.11908845871110021,163811.34,244288.66
Q-05577,E,15.0,408100.0,1,408100.0,0.5986,1,48600,,,,2,1,False,False,False,0,,,,0,,,,,,,,,False,359500.0,0.11908845871110021,163811.34,244288.66
Q-05585,W,11.0,290000.0,1,290000.0,0.49829999999999997,1,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,224000.0,0.22758620689655173,145493.0,144507.0
Q-05635,B,11.0,131560.0,1,131560.0,0.5826,1,56760,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,74800.0,0.431438127090301,54913.144,76646.856
Q-05651,H1,37.0,334368.0,1,334368.0,0.39659999999999995,0,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,-25632.0,-7.12,-25632.0,-7.12,0.0,True,112368.0,0.663939132931381,201757.65120000002,132610.34879999998
Q-05652,A1,15.0,405000.0,1,405000.0,0.6039,1,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,235000.0,138.23529411764704,235000.0,138.23529411764704,1.0,False,315000.0,0.2222222222222222,160420.5,244579.5
Q-05655,W,11.0,180000.0,1,180000.0,0.1721,0,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,114000.0,0.36666666666666664,149022.0,30978.0
Q-05666,I1,22.0,468000.0,1,468000.0,0.6551,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,228000.0,95.0,228000.0,95.0,1.0,False,336000.0,0.28205128205128205,161413.19999999998,306586.80000000005
Q-05674,W,11.0,173420.0,1,173420.0,0.1407,1,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,107420.0,0.3805789412985815,149019.80599999998,24400.194000000018
Q-05703,W,11.0,170000.0,1,170000.0,0.1441,0,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,104000.0,0.38823529411764707,145503.0,24497.0
Q-05706,Q,7.5,145340.0,1,145340.0,-0.0254,0,45000,130000.0,,,1,1,True,False,False,1,130000.0,130000.0,130000.0,1,130000.0,130000.0,130000.0,15340.0,11.799999999999999,15340.0,11.799999999999999,1.0,False,100340.0,0.30961882482454933,149031.636,-3691.6359999999986
Q-05707,H1,37.0,422000.0,1,422000.0,0.5643,0,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,62000.0,17.22222222222222,62000.0,17.22222222222222,1.0,False,200000.0,0.5260663507109005,183865.4,238134.6
Q-05711,W,11.0,290000.0,1,290000.0,0.49829999999999997,1,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,224000.0,0.22758620689655173,145493.0,144507.0
Q-05734,H1,37.0,366120.0,1,366120.0,0.44770000000000004,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,6120.0,1.7000000000000002,6120.0,1.7000000000000002,1.0,False,144120.0,0.6063585709603408,202208.076,163911.924
Q-05740,Q,7.5,146900.0,1,146900.0,0.0173,1,45000,130000.0,,,1,1,True,False,False,1,130000.0,130000.0,130000.0,1,130000.0,130000.0,130000.0,16900.0,13.0,16900.0,13.0,1.0,False,101900.0,0.3063308373042886,144358.63,2541.3699999999953
Q-05753,W,11.0,290000.0,1,290000.0,0.4861,1,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,224000.0,0.22758620689655173,149031.0,140969.0
Q-05772,H1,37.0,372600.0,1,372600.0,0.4585,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,12600.0,3.5000000000000004,12600.0,3.5000000000000004,1.0,False,150600.0,0.5958132045088567,201762.9,170837.1
Q-05773,H1,37.0,372600.0,1,372600.0,0.4585,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,12600.0,3.5000000000000004,12600.0,3.5000000000000004,1.0,False,150600.0,0.5958132045088567,201762.9,170837.1
Q-05776,H1,37.0,393336.0,1,393336.0,0.48710000000000003,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,33336.0,9.26,33336.0,9.26,1.0,False,171336.0,0.5644029532003173,201742.03439999997,191593.96560000003
